reference	startpos	ref length	number of reads	covbases	% coverage	meandepth	meanbaseq	meanmapq	taxid	superkingdom	kingdom	phylum	class	order	family	genus	species	mean	sd	Coefficient of Variance	pcreads
NR_117166.1	1	1547	10	1547	100.0	9.46542	31.4	3.0	261685	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Thermosinus	Thermosinus carboxydivorans	9.465416936005171	1.1824234768698851	0.12492037961604263	0.01
NR_117167.1	1	1548	1	1488	96.124	0.96124	31.0	1.0	261685	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Thermosinus	Thermosinus carboxydivorans	0.9612403100775194	0.1930216991936262	0.20080483222562723	0.0
NR_117169.1	1	1548	2	1530	98.8372	1.91021	32.2	1.0	261685	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Thermosinus	Thermosinus carboxydivorans	1.9102067183462532	0.32401583630601777	0.16962344085279524	0.0
NR_117171.1	1	1542	2	1507	97.7302	1.7821	35.7	1.0	937334	Bacteria	Bacillati	Bacillota	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter faecalis	1.7821011673151752	0.4645584156401451	0.26068015899457925	0.0
NR_117172.1	1	1541	20	1538	99.8053	18.9773	35.2	1.3	937334	Bacteria	Bacillati	Bacillota	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter faecalis	18.977287475665154	2.072377127260216	0.10920302123881796	0.02
NR_117173.1	1	1537	4	1532	99.6747	3.84971	37.3	0.75	937334	Bacteria	Bacillati	Bacillota	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter faecalis	3.8497072218607675	0.47738877699897075	0.12400651516772318	0.0
NR_117174.1	1	1492	3941	1492	100.0	3863.7	38.7	19.5	1737	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paraclostridium	Paraclostridium tenue	3863.7024128686326	168.13326506053264	0.04351610116258952	4.39
NR_117187.1	1	1323	1	1137	85.941	0.85941	40.6	12.0	947378	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas faecalis	0.8594104308390023	0.34759767289802623	0.4044606167494184	0.0
NR_117195.1	1	1407	1	1358	96.5174	0.965174	41.3	2.0	993414	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Naumannella	Naumannella halotolerans	0.9651741293532339	0.18333856490237085	0.1899538739452399	0.0
NR_117225.1	1	1495	1	762	50.9699	0.509699	37.3	1.0	1780	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium malmoense	0.5096989966555184	0.4999059206129432	0.9807865502839239	0.0
NR_117231.1	1	1514	3	1440	95.1123	2.2675	40.2	4.33	653929	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Albibacterium	Albibacterium bauzanense	2.2675033025099074	0.89791375786748	0.3959922602421686	0.0
NR_117232.1	1	1529	1	1258	82.276	0.82276	43.7	1.0	653930	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	Halopseudomonas bauzanensis	0.8227599738391105	0.3818717052720391	0.4641350058513099	0.0
NR_117237.1	1	1415	1	1341	94.7703	0.947703	40.7	1.0	655355	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Sunxiuqinia	Sunxiuqinia elliptica	0.9477031802120142	0.22262493667163333	0.2349099816482932	0.0
NR_117251.1	1	1443	1	1423	98.614	0.98614	42.6	60.0	665467	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Kaistiaceae	Bauldia	Bauldia litoralis	0.9861399861399861	0.1169098536301125	0.1185529998511963	0.0
NR_117252.1	1	1545	1	1211	78.3819	0.783819	19.1	0.0	643214	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus stepanovicii	0.7838187702265372	0.41163929072319694	0.5251715145890498	0.0
NR_117256.1	1	1493	4	1490	99.7991	3.79973	37.6	1.5	657419	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Geminicoccales	Geminicoccaceae	Tistrella	Tistrella bauzanensis	3.7997320830542534	0.4877054363594266	0.12835258531370067	0.0
NR_117260.1	1	1443	1	1434	99.3763	0.993763	37.9	60.0	659013	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Castellaniella	Castellaniella daejeonensis	0.9937629937629938	0.07872805084723898	0.07922215995297478	0.0
NR_117261.1	1	1454	7	1447	99.5186	6.55365	39.9	13.6	659016	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Allopusillimonas	Allopusillimonas soli	6.553645116918845	1.2208965972977135	0.1862927539585345	0.01
NR_117298.1	1	1448	46	1448	100.0	43.2196	38.0	7.41	1238186	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter salsicius	43.219613259668506	6.0408464030131155	0.1397709499786359	0.05
NR_117299.1	1	1439	1	1182	82.1404	0.821404	25.3	23.0	664639	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria	Kocuria salsicia	0.8214037526059764	0.3830138741753298	0.4662918485095597	0.0
NR_117306.1	1	1439	4	1429	99.3051	3.95344	40.3	11.0	1077144	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Dietziaceae	Dietzia	Dietzia alimentaria	3.953439888811675	0.3855273299439254	0.09751693228850565	0.0
NR_117354.1	1	1524	1	1459	95.7349	0.957349	38.8	14.0	671077	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Symbiobacteriaceae	Caldinitratiruptor	Caldinitratiruptor microaerophilus	0.9573490813648294	0.20206884414660795	0.21107122582551782	0.0
NR_117357.1	1	1401	14	1398	99.7859	13.3647	40.5	21.5	1223515	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium humireducens	13.364739471805853	1.5241613764403892	0.11404347833758734	0.02
NR_117365.1	1	1467	1	1394	95.0239	0.950239	39.1	1.0	669464	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus filicis	0.9502385821404227	0.21745164784885881	0.22883900100019788	0.0
NR_117367.1	1	1474	1	1421	96.4043	0.964043	39.7	45.0	1122924	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus pinihumi	0.9640434192672999	0.1861819138227788	0.19312606683657702	0.0
NR_117374.1	1	1442	5	1442	100.0	4.5527	38.4	6.2	747645	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Parvibacter	Parvibacter caecicola	4.552704576976422	0.8015650659110163	0.17606349200970076	0.01
NR_117376.1	1	1415	1	1387	98.0212	0.980212	41.6	1.0	43131	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	Tissierella praeacuta	0.9802120141342756	0.1392710360451932	0.14208256380962392	0.0
NR_117378.1	1	1372	7	1371	99.9271	6.56195	39.4	5.43	43143	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	Tissierella creatinini	6.561953352769679	0.9807676698963083	0.14946276164586636	0.01
NR_117386.1	1	1480	3	1458	98.5135	2.78041	37.5	1.0	674079	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Marisediminicola	Marisediminicola antarctica	2.7804054054054053	0.6343925359747751	0.2281654807394088	0.0
NR_117431.1	1	1427	1	1384	96.9867	0.969867	39.4	16.0	512402	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter heraklionensis	0.9698668535388928	0.17095361928154856	0.17626503953379322	0.0
NR_117441.1	1	1368	1	1358	99.269	0.99269	41.1	60.0	690417	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus sphaerophysae	0.9926900584795322	0.08518512942665087	0.0858124131484966	0.0
NR_117450.1	1	1469	2	1421	96.7325	1.88904	41.4	1.0	696535	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus chungangensis	1.8890401633764466	0.40496707261818365	0.21437716384724748	0.0
NR_117451.1	1	1409	1	1214	86.1604	0.861604	25.2	6.0	696536	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus puldeungensis	0.8616039744499645	0.3453151685952831	0.40078177310605756	0.0
NR_117473.1	1	1495	4	1495	100.0	3.67826	39.9	3.0	1404	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia megaterium	3.6782608695652175	0.587633698306347	0.15975857046153644	0.0
NR_117486.1	1	1508	1	1468	97.3475	0.973475	37.6	1.0	708071	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosalsimonadaceae	Desulfonatronobacter	Desulfonatronobacter acidivorans	0.9734748010610079	0.16069104754228836	0.16506955020011638	0.0
NR_117509.1	1	1460	1	1278	87.5342	0.875342	38.8	1.0	714083	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter chromiiresistens	0.8753424657534247	0.330330188451098	0.3773725157579054	0.0
NR_117529.1	1	1521	2	1495	98.2906	1.92768	37.4	1.0	723879	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter algericus	1.9276791584483892	0.3182429443317037	0.1650912409033156	0.0
NR_117542.1	1	1605	1	1205	75.0779	0.750779	18.7	1.0	908809	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Caloramator mitchellensis	0.7507788161993769	0.4325621173261017	0.576151201915679	0.0
NR_117545.1	1	1513	26	1506	99.5373	24.7198	39.5	0.923	748908	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Alpinimonas	Alpinimonas psychrophila	24.719762062128222	3.635688119100274	0.14707617775457113	0.03
NR_117546.1	1	1513	2	1511	99.8678	1.97092	33.4	2.0	863575	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Citricoccus	Citricoccus nitrophenolicus	1.970918704560476	0.17572514853016544	0.08915900393230727	0.0
NR_117563.1	1	1526	7	1526	100.0	6.78113	39.6	1.0	290055	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena fissicatena	6.781127129750983	0.7528436529263922	0.11102043045667516	0.01
NR_117565.1	1	1509	9	1509	100.0	8.01789	35.5	11.2	316277	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus	Syntrophus aciditrophicus	8.01789264413519	1.656466513759025	0.2065962450832605	0.01
NR_117570.1	1	1402	5	1355	96.6476	3.86163	34.4	7.6	1054034	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Arcobacter cloacae	3.861626248216833	1.411476168061546	0.3655134073923693	0.01
NR_117579.1	1	1545	3	1542	99.8058	2.8479	38.3	1.0	2377	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa termitida	2.8478964401294498	0.40326793186919335	0.1416020351677054	0.0
NR_117585.1	1	1500	1	1450	96.6667	0.966667	37.3	1.0	35700	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Heliobacteriaceae	Heliophilum	Heliophilum fasciatum	0.9666666666666667	0.17950549357114864	0.18569533817705033	0.0
NR_117586.1	1	1499	3	1497	99.8666	2.91461	36.7	1.0	35700	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Heliobacteriaceae	Heliophilum	Heliophilum fasciatum	2.914609739826551	0.300177895551705	0.10299076800915673	0.0
NR_117594.1	1	1549	8	1549	100.0	7.03873	33.0	1.62	86958	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Propionispira	Propionispira paucivorans	7.038734667527437	1.45863469859874	0.2072296751471566	0.01
NR_117595.1	1	1655	6	1327	80.1813	4.60846	38.0	1.67	86958	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Propionispira	Propionispira paucivorans	4.608459214501511	2.396911604392851	0.5201112764219442	0.01
NR_117596.1	1	1548	1	1259	81.3307	0.813307	35.1	9.0	86957	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas lacticifex	0.8133074935400517	0.38966448964673595	0.4791109054592114	0.0
NR_117605.1	1	1304	1	1260	96.6258	0.966258	31.1	2.0	43765	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium amycolatum	0.9662576687116564	0.1805651859234526	0.18687063686046207	0.0
NR_117613.1	1	1507	1	1492	99.0046	0.990046	42.1	1.0	1389922	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter mucicolens	0.9900464499004645	0.09926971814179503	0.10026773809630368	0.0
NR_117620.1	1	1529	2	1528	99.9346	1.97907	40.7	1.0	470	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	1.9790712884238064	0.14764398085078057	0.07460265919393373	0.0
NR_117621.1	1	1530	1	1486	97.1242	0.971242	36.4	1.0	981326	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	0.9712418300653595	0.16712611285090004	0.1720746653175485	0.0
NR_117622.1	1	1530	78	1530	100.0	74.5673	37.9	8.63	29430	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	74.56732026143791	5.229976818771318	0.07013765280064613	0.09
NR_117623.1	1	1529	15	1529	100.0	14.0857	40.7	5.13	40215	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter junii	14.085676913015043	1.561425185465846	0.11085198071120762	0.02
NR_117624.1	1	1530	13	1530	100.0	12.5778	36.2	6.62	40214	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii	12.577777777777778	0.8636616244789876	0.06866567685787005	0.01
NR_117625.1	1	1531	1	1254	81.9073	0.819073	40.2	1.0	106648	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter bereziniae	0.8190725016329197	0.3849580999299927	0.46999270414100386	0.0
NR_117626.1	1	1531	3	1528	99.804	2.56303	41.3	4.33	106649	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter guillouiae	2.5630306988896145	0.5401378356376961	0.21074185177403487	0.0
NR_117628.1	1	1530	22	1529	99.9346	20.7739	39.9	4.27	202951	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter bouvetii	20.773856209150328	2.52306409944583	0.12145381550944248	0.02
NR_117630.1	1	1529	1	1455	95.1602	0.951602	33.7	1.0	202954	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter tandoii	0.9516023544800524	0.21460501724813147	0.22551963668205705	0.0
NR_117644.1	1	1489	2	1414	94.9631	1.75554	31.3	3.0	1389932	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter pulmonis	1.7555406312961719	0.5342637331845056	0.3043300301116025	0.0
NR_117645.1	1	1444	1	1245	86.2188	0.862188	36.6	0.0	1185412	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Vallitaleaceae	Vallitalea	Vallitalea guaymasensis	0.8621883656509696	0.3447021725882786	0.3997991463594171	0.0
NR_117648.1	1	1501	3	1281	85.3431	2.44637	27.1	1.0	124	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Blastopirellula	Blastopirellula marina	2.44636908727515	1.0695135505735924	0.4371840521271683	0.0
NR_117652.1	1	1539	5	1535	99.7401	4.38402	35.6	1.4	112901	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa malonica	4.384015594541911	1.1462419267600803	0.2614593634628373	0.01
NR_117653.1	1	1544	54	1543	99.9352	52.1496	39.5	6.52	112901	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa malonica	52.14961139896373	6.59125066593723	0.1263911751041007	0.06
NR_117654.1	1	1545	1	1416	91.6505	0.916505	31.1	1.0	112901	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa malonica	0.916504854368932	0.27662918553022126	0.30183057319505074	0.0
NR_117662.1	1	1544	3	1532	99.2228	2.91451	38.8	1.0	1337886	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa sphaeroides	2.9145077720207255	0.3729130407346397	0.12795060775428527	0.0
NR_117663.1	1	1545	1	1474	95.4045	0.954045	39.2	1.0	1337886	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa sphaeroides	0.9540453074433657	0.20938686393529832	0.219472662673023	0.0
NR_117664.1	1	1546	11	1534	99.2238	10.37	35.7	1.0	1337886	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa sphaeroides	10.369987063389392	1.509428624825263	0.14555742602169766	0.01
NR_117665.1	1	1543	1	1458	94.4913	0.944913	38.2	1.0	1337886	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa sphaeroides	0.9449125081011017	0.22815095909328756	0.24145194093343122	0.0
NR_117666.1	1	1547	17	1546	99.9354	16.0433	36.0	1.18	1337886	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa sphaeroides	16.043309631544926	1.8954745300436777	0.11814735073844915	0.02
NR_117667.1	1	1546	3	1542	99.7413	2.4392	35.3	0.667	1337886	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa sphaeroides	2.439197930142303	0.7717458096533796	0.31639327014694374	0.0
NR_117668.1	1	1548	8	1547	99.9354	7.57364	37.6	1.0	1337886	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa sphaeroides	7.573643410852713	0.7942805282761897	0.10487429697812535	0.01
NR_117669.1	1	1543	6	1533	99.3519	5.73817	35.5	0.333	112900	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa acidovorans	5.738172391445237	0.7772784524898596	0.13545749403567353	0.01
NR_117670.1	1	1543	6	1533	99.3519	5.28775	30.0	0.5	112900	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa acidovorans	5.287751134154245	0.8723588957854834	0.16497729822245383	0.01
NR_117672.1	1	1543	2	1510	97.8613	1.7103	24.0	1.0	112900	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa acidovorans	1.7103046014257939	0.49854367096402386	0.291494082719776	0.0
NR_117673.1	1	1544	1	1457	94.3653	0.943653	37.1	1.0	112900	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa acidovorans	0.9436528497409327	0.23059086910965929	0.244359850312501	0.0
NR_117674.1	1	1631	1	1416	86.8179	0.868179	35.3	1.0	112900	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa acidovorans	0.8681790312691601	0.3382960255954891	0.38966159445356124	0.0
NR_117678.1	1	1527	2	1526	99.9345	1.94761	39.8	10.5	287	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	1.9476096922069417	0.2257328534733754	0.1159025108452738	0.0
NR_117686.1	1	1530	1	1497	97.8431	0.978431	42.8	2.0	573	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	0.9784313725490196	0.14527016817248245	0.14847251656907023	0.0
NR_117688.2	1	1500	2	1491	99.4	1.79867	31.6	1.0	36849	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Oxobacter	Oxobacter pfennigii	1.7986666666666666	0.4156900554766879	0.2311101123851119	0.0
NR_117690.2	1	1499	5	1498	99.9333	4.86124	37.7	1.0	36849	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Oxobacter	Oxobacter pfennigii	4.861240827218145	0.4315277575211775	0.08876905565036985	0.01
NR_117700.1	1	1512	1	913	60.3836	0.603836	31.4	1.0	106147	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pelistega	Pelistega europaea	0.6038359788359788	0.48909926344166027	0.809986951066583	0.0
NR_117702.1	1	1522	2	1249	82.0631	1.61958	37.8	1.0	865	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Pectinatus	Pectinatus frisingensis	1.6195795006570302	0.7709988618627776	0.47604879016436	0.0
NR_117711.1	1	1515	7	1515	100.0	6.5604	37.1	1.0	1497	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium formicaceticum	6.56039603960396	0.8610469344644551	0.1312492308797313	0.01
NR_117720.2	1	1543	3	1510	97.8613	2.70382	36.2	1.0	1406	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	2.7038237200259236	0.6129132330692901	0.22668387311263533	0.0
NR_117721.2	1	1545	1	1214	78.5761	0.785761	14.6	1.0	1406	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	0.7857605177993527	0.4102937075645266	0.5221612670405219	0.0
NR_117722.2	1	1543	5	1532	99.2871	4.6105	35.6	1.0	1406	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	4.61049902786779	0.8454483046707983	0.18337457606227747	0.01
NR_117724.2	1	1543	1	1471	95.3338	0.953338	33.2	1.0	1406	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	0.9533376539209333	0.21091460721691194	0.22123809580944603	0.0
NR_117725.2	1	1545	2	1488	96.3107	1.73333	26.3	1.0	1406	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	1.7333333333333334	0.5189816599096294	0.2994124961017093	0.0
